SIREN,Date création établissement,Code APE,Adresse,Nom société 1,Nom société 2,Nom société 3,Nom société 4,Nom société 5,Prénom contact,Nom contact,Code postal,Ville,Téléphone,Email
﻿885135327,2020-07-15,1071CB,"80 RUE DE LA REPUBLIQUE,  ",LE BOULANGER DE SAINT PAUL,,LE BOULANGER DE SAINT PAUL,,,,,42740,SAINT-PAUL-EN-JAREZ,,
﻿885350850,2020-07-22,1071CB,"19 RUE DU BOURG,  ",LES DELICES DE MARIN,,,,,,,71470,MONTPONT-EN-BRESSE,,
﻿887573673,2020-07-03,1071CB,"31 RTE DE LA CHARRE,  ",CHEZ GEOFFREY,,,,,,,74800,SAINT-LAURENT,,
﻿887602456,2020-07-27,1071CB,"10 PL DU COMMERCE,  ",BOULANGERIE CHAPPUIS,,,,,,,71250,CLUNY,,
﻿887641504,2020-07-29,1071CB,"5 PL NOTRE DAME,  ",D&G,,DELICES ET GOURMANDISES,,DELICES ET GOURMANDISES,,,42410,PELUSSIN,,
﻿887668002,2020-07-29,1071CA,"10 RUE DU ROCHAT,  LE BOURG",MONTET TRADITION,,,,,,,42920,CHALMAZEL-JEANSAGNIERE,,
﻿887993822,2020-08-09,1071CB,"40 RUE PASTEUR,  ",L'EPI D'OR,,,,,,,42240,UNIEUX,,
﻿887994978,2020-07-20,1071CB,"35 BD FAYOL,  ",MAISON CHAFCHAFI,,,,,,,42700,FIRMINY,,
﻿888025723,2020-08-10,1071CB,"1780 RTE DE MANDALLAZ,  ",EPI C'EST TOUT,,EPI C'EST TOUT,,EPI C'EST TOUT,,,74350,ALLONZIER-LA-CAILLE,664339412,epicesttout@laposte.net
﻿888054244,2020-08-13,1071CB,"50 BD DE LEMENC,  ",LES 4C,,,,,,,73000,CHAMBERY,,
﻿888304086,2020-08-06,1071CB,"12 RUE GUILLAUME FICHET,  ",GUILLET,,BOULANGERIE DES HARAS,,BOULANGERIE DES HARAS,,,74000,ANNECY,,
﻿888341062,2020-08-26,1071CB,"3 RUE RUE LAFOREST,  ",LE PAIN D'ALOUETTE,,LE PAIN D'ALOUETTE,,LE PAIN D'ALOUETTE,,,42450,SURY-LE-COMTAL,,
﻿888369717,2020-08-27,1071CB,"11 RUE DU ONZE NOVEMBRE 1918,  ",GRMB,,,,LES DELICES DE BOUTHEON,,,42160,ANDREZIEUX-BOUTHEON,,
﻿888416369,2020-09-01,,"56 RUE DES LIEUTENANTS CHAUVEAU,  ",MIKA PAIN,,LA BAGUETTE DOREE,,LA BAGUETTE DOREE,,,71100,CHALON-SUR-SAONE,,
﻿888506987,2020-08-10,1071CA,"1480 RTE DU BERSEND,  ",,,LE PAIN D'AURORE,,,AURORE,GACHET,73270,BEAUFORT,,
﻿888535598,2022-03-24,1071CB,"28 RTE DE GUEUGNON,  ",SAS LA FABRIQUE DE GABRIEL,,LA FABRIQUE DE GABRIEL,,,,,71160,DIGOIN,,
﻿888573177,2020-09-03,1071CB,"10 AV GENERAL DE GAULLE,  ",BOULANGERIE BENJAMIN JOUVENCEAUX,,,,,,,71880,CHATENOY-LE-ROYAL,385878298,philippebalorin@gmail.com
﻿888711991,2020-10-01,1071CB,"3 RTE DES VIGNES,  ",MAISON BERNARDOT,,L'ATELIER DU PAIN,,L'ATELIER DU PAIN,,,74160,SAINT-JULIEN-EN-GENEVOIS,450849368,maisonbernardot@gmail.com
﻿888741196,2020-10-01,1071CA,"2 ALL JEAN BAPTISTE BOIRET,  ",,,LE P'TIT FOURNIL DE LO,,LE P'TIT FOURNIL DE LO,LAURENT,LEBKOWSKI,71240,GIGNY-SUR-SAONE,,
﻿888844982,2020-09-11,1071CB,"71 AV DE LA GARE,  ",BOULANGERIE M&S,,BOULANGERIE PATISSERIE M&S,,BOULANGERIE PATISSERIE M&S,,,42210,MONTROND-LES-BAINS,,
﻿888882313,2020-08-03,1071CB,"2675 RTE D ANNEMASSE,  ",FOURNI ALPAINS,,,,,,,74130,CONTAMINE-SUR-ARVE,,
﻿888882313,2021-08-24,,"205 RTE DE SERRY,  ZAE FINDROL",FOURNI ALPAINS,,,,,,,74250,FILLINGES,,
﻿888885423,2020-09-14,1071CB,"20 RUE SOMMEILLER,  ",BOULANGERIE LES 3 K,,L'ARCHE A PAIN,,,,,73000,CHAMBERY,479852637,christian.soubeyrand@wanadoo.fr
﻿888885423,2020-10-01,1071CB,"75 AV COMTE VERT,  ",BOULANGERIE LES 3 K,,L'ARCHE A PAIN,,,,,73000,CHAMBERY,,
﻿889168167,2020-09-19,1071CB,"35  GRANDE RUE,  ",L'IGUERANDAISE - STEPHANE HAYNAU,,L'IGUERANDAISE,,,,,71340,IGUERANDE,385840716,ucaiguerande@gmail.com
﻿889335709,2020-09-01,1071CB,"16 BD CHARLES DE GAULLE,  ",BOULANGERIE CHABERT NICOLAS,,,,,,,42120,LE COTEAU,,
﻿889810875,2020-09-14,1071CA,"6 PL DE L'ORME,  ",MAISON HADRIEN,,MAISON HADRIEN,,MAISON HADRIEN,,,74910,SEYSSEL,,
﻿889866919,2020-10-12,1071CB,"736 RTE D'ALBERTVILLE,  ",MAISON PELLETIER PERE ET FILS SEVRIER,,MAISON PELLETIER PERE ET FILS SEVRIER,,MAISON PELLETIER PERE ET FILS SEVRI,,,74320,SEVRIER,,
﻿889879433,2020-10-02,1071CA,"31 RUE DU FANGEAT,  ",GRAND MATIN,,,,,,,42380,LURIECQ,,
﻿889960399,2020-10-01,1071CA,"274  GRANDE RUE,  ",,,BOULANGERIE MICHAUD,,,CATHERINE,LAUMET,42460,COUTOUVRE,,
﻿890215411,2020-11-02,1071CB,"48 RUE DE LA REPUBLIQUE,  ",L'ENFANCE DU PAIN,,,,,,,71640,GIVRY,,
﻿890407604,2020-11-01,1071CB,"8 RUE DE TARDY,  ",AU CHANT DE BLE,,,,,,,42000,SAINT-ETIENNE,,
﻿890492226,2021-09-27,1071CB,"11 RUE DES ECOLES,  ANNECY-LE-VIEUX",RM,,,,RM,,,74940,ANNECY,,
﻿890618051,2020-09-28,1071CB,"6 RUE DORINE BOURNETON,  ",SARL PAPY JEAN,,PAPY JEAN LE BOULANGER,,,,,42160,ANDREZIEUX-BOUTHEON,481640348,contact@papy-jean.fr
﻿890772437,2020-10-15,1071CA,"254 RTE DE L'EGLISE,  ",,,L'ECO PAIN D'ABORD,,L'ECO PAIN D'ABORD,HELENE,JALLOT,74660,VALLORCINE,,
﻿890899206,2020-11-01,1071CB,"95 RTE DE LA FRUITIERE,  LE BLANC METEIL",,,LE BLANC METEIL,,,THIBAUT,ARDAIN,74270,CLARAFOND-ARCINE,450771920,darren@fbfin.com
﻿891035842,2020-11-16,1071CB,"5 RUE DU RIVAGE,  ",BOULANGERIE PATISSERIE M,,,,,,,42400,SAINT-CHAMOND,,
﻿891064156,2020-12-01,1071CA,"29 AV LA LIBERATION,  ",BOULANGERIE LIBERATION,,,,,,,42000,SAINT-ETIENNE,,
﻿891180135,2020-12-01,1071CB,"19 RUE JOANNES BEAULIEU,  ",ZMA BOULANGERIE,,,,,,,42170,SAINT-JUST-SAINT-RAMBERT,,
﻿891444838,2020-12-01,1071CB,"796 AV DE LYON,  ",LE FOURNIL DES ALPES,,,,,,,73000,CHAMBERY,,
﻿891583718,2021-04-01,1071CA,"2  RUELLE DE LA FAURIE,  ",,,,,,MARTIN,BUB,42220,BOURG-ARGENTAL,,
﻿891798563,2021-05-10,,"12 RUE ALFRED KASTLER,  ",DULCHALON,,,,,,,71530,FRAGNES-LA LOYERE,,
﻿891942393,2020-12-11,,"8 RUE VICTOR HUGO,  ",CLAAS 42,,,,,,,42400,SAINT-CHAMOND,,
﻿892135195,2020-12-17,,"47 IMP GRAPILLON,  GALERIE LE PALAFOUR",PARANGO CORP,,LA CROISSANTERIE DU LAC,,LA CROISSE,,,73320,TIGNES,,
﻿892171224,2020-12-18,1071CB,"351 RUE DU COMMERCE,  ",LACROIX TRADITION,,,,,,,42540,SAINT-JUST-LA-PENDUE,,
﻿892175910,2021-02-22,1071CB,"22 AV DE LA LIBERTE,  ",HOUIN PERE & FILS,,,,,,,73500,FOURNEAUX,,
﻿892191909,2021-01-01,1071CB,"2 RUE DE LA REPUBLIQUE,  ",JM POLISSON,,,,POLISSON,,,71250,CLUNY,,
﻿892208919,2020-12-18,1071CB,"14 RUE OCTAVE PUTHOD,  ",JMC,,GOUTER D'AILLEURS,,,,,74330,LA BALME-DE-SILLINGY,,
﻿892229808,2021-01-01,1071CB,"139 RUE PETIN GAUDET,  ",BOULANGERIE LE CREUX,,,,,,,42400,SAINT-CHAMOND,,
﻿892267626,2022-05-25,1071CB,"770  RTE DE L'ABERGEMENT,  ",BRUNAROMA,,,,,,,71470,MONTPONT-EN-BRESSE,,
﻿892722430,2020-12-03,1071CB,"879  RN 6,  ",PITHIOUD,,BOULANGERIE PITHIOUD,,BOULANGERIE PITHIOUD,,,71680,CRECHES-SUR-SAONE,,
﻿892799032,2021-02-01,1071CB,"9 RUE DES ARTS,  ",DUFOUR-MARIETTE,,,,,,,74200,THONON-LES-BAINS,,
﻿892896234,2021-01-11,,"155 RUE DES MERISIERS,  ZONE ARTISANALE DU PRE VAURIEN PRINGY",GASPOS,,,,,,,74370,ANNECY,,
﻿892896309,2021-01-11,1071CB,"1675 RTE DES ALPES DU LEMAN,  ",LE REFUGE DES PETITS GOURMANDS,,LE REFUGE DES PETITS GOURMANDS,,LE REFUGE DES PETITS GOURMANDS,,,74420,VILLARD,,
﻿893161778,2021-01-19,1071CB,"4 RUE NATIONALE,  ",BOULANGERIE MACHURON,,,,,,,71420,GENELARD,,
﻿893237289,2021-01-02,,"21 AV DE VERDUN,  CENTRE COMMERCIAL DU PERRIER",CHO'PAIN,,,,,,,74100,ANNEMASSE,,
﻿893272161,2020-12-16,1071CB,"8 RUE DES FUSILIERS MARINS,  ",,,BOULANGERIE DESVIGNES JEREMY,,,JEREMY,DESVIGNES,71400,AUTUN,,
﻿893345090,2021-01-21,1071CB,"5 RUE DE LA GARE,  ",BOULANGERIE ARISTIDE,,BOULANGERIE ARISTIDE,,BOULANGERIE ARISTIDE,,,74000,ANNECY,,
﻿893471789,2021-01-05,1071CB,"31 AV IRENEE LAURENT,  ",BOULANGERIE VEAUCHE,,,,,,,42340,VEAUCHE,,
﻿893643957,2021-02-04,1071CB,"26 AV DES GLIERES,  ",TRADITION ET GOURMANDISES,,TRADITION ET GOURMANDISES,,,,,74440,TANINGES,,
﻿893673640,2021-02-05,1071CB," AV DENIS THERME,  ",BOULANGERIE LA GRENETTE A PAIN,,,,LA GRENETTE A PAIN,,,73630,LE CHATELARD,479615481,marina.gerbaix@hotmail.fr
﻿893768242,2021-02-01,,"37 AV MARX DORMOY,  ",SAS DEBARNOT,,,,,,,71230,SAINT-VALLIER,,
﻿894093384,2021-02-01,1071CB,"75 RUE JEAN JAURES,  ",CROISSANT DE LUNE,,,,,,,42700,FIRMINY,,
﻿894148147,2021-03-15,1071CA,"137 RTE DE LA FILLIERE,  ",LIL'ZOO,,LES PETITS BUNNIES,,,,,74370,CHARVONNEX,,
﻿894209972,2021-02-11,,"693 RUE DE PRIAIGAZ,  ",FOURNIL L'AUTHENTIQUE,,FOURNIL L'AUTHENTIQUE,,FOURNIL L'AUTHENTIQUE,,,73260,GRAND-AIGUEBLANCHE,,
﻿894497288,2020-11-26,,"  D22 CHEF LIEU,  ",AU GRENIER D'ABONDANCE,,LE FRANCO SUISSE,,LE FRANCO SUISSE,,,74360,ABONDANCE,,
﻿894521814,2021-02-25,1071CB,"38 RUE GENERAL LECLERC,  ",LE LUTIN,,,,LE LUTIN,,,71120,CHAROLLES,,
﻿894592633,2021-03-01,1071CB,"120 RUE JEAN JAURES,  ",BOULANGERIE RIVE,,,,,,,42800,RIVE-DE-GIER,,
﻿894670694,2021-03-02,1071CB,"  IMMEUBLE L'ISERAN ,  IMMEUBLE L'ISERAN",PATISSERIE PARENT MEDEIROS,,,,,,,73230,BARBY,,
﻿894687268,2021-08-27,1071CB,"108 RUE ALBERT THOMAS,  ",BOULANGERIE TROIS CHOUX,,BOULANGERIE DE LA LIVATTE,,BOULANGERIE DE LA LIVATTE,,,42300,ROANNE,,
﻿894924596,2021-03-08,1071CB,"1009 RTE D'ANNECY,  ",BAUDOT SAS,,,,LA BOULANGERIE DU PAYS DE FILLIERE,,,74370,CHARVONNEX,,
﻿894926740,2021-03-09,1071CB,"30 RTE D'ARTHUN,  ",AUX PAINS D'AUTREFOIS,,AUX PAINS D'AUTREFOIS,,,,,42110,SAINTE-FOY-SAINT-SULPICE,,
﻿895255370,2021-04-02,1071CB,"50 RUE JEAN JAURES,  ",LE MOULIN DE JAD,,LE MOULIN DE JAD,,LE MOULIN DE JAD,,,42700,FIRMINY,,
﻿897506093,2021-02-12,1071CA,"  TERRE CARDON,  RN 6",DO PAIN,,BOULANGERIE LILI,,BOULANGERIE LILI,,,71680,VINZELLES,,
﻿897568085,2021-03-25,,"200 RTE DE LA CHAMBOTTE,  ",TOUTIN DELICES,,,,LES DELICES DE L'ALBANAIS,,,73410,LA BIOLLE,,
﻿897568085,2022-09-01,,"18 PL DE L'EGLISE,  ALBENS",TOUTIN DELICES,,,,TOUTIN DELICES,,,73410,ENTRELACS,,
﻿897568085,2022-09-01,1071CB,"19 PL DE L'EGLISE,  ",TOUTIN DELICES,,,,TOUTIN DELICES,,,73410,ENTRELACS,,
﻿898092036,2021-11-01,1071CB,"36 RUE DES TILLEULS,  ",L'ARTISAN,,,,,,,73460,FRONTENEX,,
﻿898092036,2022-07-22,," RUE DE LA MAIRIE,  ",L'ARTISAN,,,,,,,73460,FRONTENEX,,
﻿898204060,2021-04-19,1071CB,"12 RUE RAMBERT FAURE,  ",MS 2,,,,,,,42290,SORBIERS,,
﻿898236914,2021-04-14,1071CB,"44  GRANDE RUE,  ",BOULANGERIE CIANNI,,,,,,,71150,FONTAINES,,
﻿898263033,2021-08-20,1071CB,"3 RUE DE L'ANCIENNE EGLISE,  ",SAFICAB,,,,LE PECHE MIGNON,,,42570,SAINT-HEAND,,
﻿898283908,2021-04-15,,"2 RUE DU PRE DE PAQUES,  ",O PAIN DES ANGES,,,,,,,73870,SAINT-JULIEN-MONT-DENIS,,
﻿898283908,2022-03-01,,"10 RUE DU GENERAL FERRIE,  ",O PAIN DES ANGES,,,,,,,73140,SAINT-MICHEL-DE-MAURIENNE,,
﻿898600192,2021-05-01,1071CB,"5 PL DE LA GREVE,  ",LE PAIN DES DOCKS,,,,LE PAIN DES DOCKS,,,71160,DIGOIN,,
﻿898631957,2021-04-01,1071CB,"18 RUE DU FAUCIGNY,  ",LA MARQUISE,,,,,,,74100,ANNEMASSE,,
﻿898674015,2021-04-27,1071CB,"140 RUE FREDERIC MISTRAL,  ",EURL KURMAZ,,BOULANGERIE MISTRAL,,BOULANGERIE MISTRAL,,,71000,MACON,,
﻿898749882,2021-03-22,1071CB,"29 RUE ARISTIDE BRIAND,  ",EKO2L,,BOULANGERIE VIBERT,,,,,73570,BRIDES-LES-BAINS,,
﻿898749882,2021-06-01,,"2593 RUE PAUL GIROD,  ",EKO2L,,,,,,,73540,LA BATHIE,,
﻿898749882,2021-10-01,1071CB,"427  GRANDE RUE,  ",EKO2L,,,,,,,73260,GRAND-AIGUEBLANCHE,,
﻿898749882,2022-07-27,1071CB,"  LES MARAIS,  ",EKO2L,,BOULANGERIE VIBERT,,,,,73600,SAINT-MARCEL,,
﻿898749932,2021-04-27,1071CB,"64 RTE DE L'EGLISE,  ",BOULANGERIE DU BIOT,,BOULANGERIE DU BIOT,,BOULANGERIE DU BIOT,,,74430,LE BIOT,,
﻿898791041,2021-04-28,1071CB,"21 AV DU GRAND PORT,  ",POTES & PATONS,,,,,,,73100,AIX-LES-BAINS,479350769,recrutement@groupe-epikur.com
﻿898958640,2021-05-10,1071CA,"179 RUE DES ALLIES,  ",,,,,LE PALAIS DU BLE,AMOR,LETAIEF,42100,SAINT-ETIENNE,,
﻿898976352,2021-05-05,,"79 RUE DES ALLOBROGES,  ",M.L,,LE FOURNIL DE BAPTISTE,,LE FOURNIL DE BAPTISTE,,,73290,LA MOTTE-SERVOLEX,,
﻿899053888,2021-05-06,1071CA,"1 PL DU MAIL,  CENTRE COMMERCIAL DU MAIL",MAISON FR,,,,,,,42700,FIRMINY,,
﻿899057004,2021-02-26,1071CA,"4 HAM DE MIROSSE,  ",SCOP SARL MACLOPI,,MACLOPI,,"HAUT LES PAINS, SAVONNERIE DU FUTUR",,,42220,BURDIGNES,,
﻿899063721,2021-05-03,1071CA,"175 IMP DE LA CARRIERE,  ",MA BOULANGE,,,,,,,74230,SERRAVAL,,
﻿899243315,2021-05-05,1071CB,"33  GRANDE RUE MARCHAUX,  ",LA MARQUISE,,,,,,,71400,AUTUN,,
﻿899298996,2021-05-12,1071CB,"300 RUE DES PEUPLIERS,  ",EPAT'ANGE,,EPAT'ANGE,,BOULANGERIE ANGE,,,74330,EPAGNY METZ-TESSY,,
﻿899474910,2021-05-05,1071CA,"5 AV DE SURY LE COMTAL,  ",L'ESCALE DE BONSON,,L'ESCALE DE BONSON,,L'ESCALE,,,42160,BONSON,,
﻿899476865,2021-05-14,1071CB,"58 RUE DE LA COUDRAIE,  23 RUE DE LA GAITE",BOULANGERIE PEGUESSE,,,,,,,71300,MONTCEAU-LES-MINES,,
﻿899503221,2021-05-01,1071CB,"23 RUE VICTOR HUGO,  ",BOULANGERIE DES PALERMES,,,,,,,42400,SAINT-CHAMOND,,
﻿899676043,2021-05-18,1071CB,"[ND] [ND] [ND],  [ND]",[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LES NOES,,
﻿899708481,2021-04-07,1071CB,"7 PL BOIVIN,  7-9",LA BARAKA,,,,,,,42000,SAINT-ETIENNE,,
﻿899712731,2021-05-27,1071CA,"10 RUE DE LA LIBERATION,  10-12",LES DELICES DE LA RIC,,,,,,,42150,LA RICAMARIE,,
﻿900064874,2021-06-02,1071CB,"71 RUE DE L'AVENIR,  ",PAIN DE VIE,,,,,,,74130,VOUGY,450340105,jke661s@gmail.com
﻿900306390,2021-06-10,1071CA,"505 RTE NATIONALE 6,  ",LE PETRIN CRECHOIS,,LE PETRIN CRECHOIS,,LE PETRIN CRECHOIS,,,71680,CRECHES-SUR-SAONE,,
﻿900581422,2021-07-01,,"56 RUE DES LIEUTENANTS CHAUVEAU,  ",LES DELICES D'AMIRA,,,,,,,71100,CHALON-SUR-SAONE,,
﻿900618414,2021-06-17,1071CB,"60 RTE DU NANT DU BY,  ",LA PALETTE GOURMANDE,,LA PALETTE GOURMANDE,,LA PALETTE GOURMANDE,,,74330,LA BALME-DE-SILLINGY,450320817,lapalettegourmande.74@gmail.com
﻿900818279,2021-06-08,1071DZ,"[ND] [ND] [ND],  [ND]",[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MANIGOD,,
﻿901059832,2021-07-01,,"1 RTE DE LA FRETALLAZ,  ST MARTIN BELLEVUE",SACRIPAN,,,,,,,74370,FILLIERE,,
﻿901151357,2021-07-06,1071CB,"346 RUE DU PAVE,  ",PAIN CHIC PAIN CHOC,,,,,,,42130,MARCILLY-LE-CHATEL,,
﻿901635433,2021-07-15,1071CB,"7 RUE CENTRALE,  ",,,AU COEUR FIDELE,,,AMALRIC,BOS,42480,LA FOUILLOUSE,,
﻿901693796,2021-08-01,1071CB,"4 PL DE SAVOIE,  ",LE FOURNIL DE FONSALA,,ARTISAN DE SAVOIE,,ARTISAN DE SAVOIE,,,42400,SAINT-CHAMOND,,
﻿901803007,2021-07-27,1071CB,"16 PL BELLEVUE,  ",LES DELICES DE SAM,,,,,,,42100,SAINT-ETIENNE,,
﻿901805689,2021-07-28,1071CB,"24 RUE SAINT GERMAIN,  ",AUX DELICES DE LEO,,SAS AUX DELICES DE LEO,,,,,71960,IGE,,
﻿901867762,2021-07-29,1071CB,"85 RUE DE LA REPUBLIQUE,  ",MONSIEUR TARTINE,,MONSIEUR TARTINE,,MONSIEUR TARTINE,,,42510,BUSSIERES,,
﻿901867762,2021-08-20,1071CB,"160 RUE SAINT PIERRE,  ",MONSIEUR TARTINE,,MONSIEUR TARTINE,,MONSIEUR TARTINE,,,42810,ROZIER-EN-DONZY,,
﻿901868190,2021-07-01,1071CB,"18 RUE LOUIS SOULIE,  ",LE CHANT DU PAIN,,,,,,,42000,SAINT-ETIENNE,,
﻿901928887,2021-07-08,1071CB,"76 RUE DE LA LIBERATION,  ",BOULANGERIE DE LA LIBERATION,,,,,,,42150,LA RICAMARIE,,
﻿902042720,2021-07-01,1071CA,"37 QUAI DU BRAS DE FER,  ",,,,,CHARLES CHRISTOPHE,CHRISTOPHE,CHARLES,74440,TANINGES,,
﻿902409465,2021-08-06,1071CB,"133 CHE DES ECOLES,  ",CRAQUANT CROUSTILLANT,,CRAQUANT CROUSTILLANT,,CRAQUANT CROUSTILLANT,,,74200,MARIN,,
﻿902591551,2021-07-21,1071CA,"23  IMPASSE DES TILLEULS,  FRANCIN",,,,,,THOMAS,SOUCHET,73800,PORTE-DE-SAVOIE,,
﻿902613355,2021-07-16,1071CB,"5 PL FRANCOIS MITTERRAND,  CENTRE COMMERCIAL LES JAVELOTTES",RTB BOULANGERIE,,,,,,,42160,BONSON,,
﻿902646330,2021-07-26,1071CB,"2 BD FRANCOIS DELAY,  ",BOULANGERIE FRANCOIS DELAY,,,,,,,42400,SAINT-CHAMOND,,
﻿902850833,2021-09-06,5610CQ," CHE DE MONTRAVEL,  CENTRE COMMERCIAL PORTES DU FOREZ",MORITEL NADEGE,,LES NOUVELLES SAVEURS,,,,,42390,VILLARS,,
﻿902972223,2021-09-09,1071CB,"12 RUE CENTRALE,  12-14",VANESS & BEN,,,,MERVEILLES ET TRADITIONS,,,71800,LA CLAYETTE,,
﻿903042786,2021-09-13,,"78 RUE LOUIS BLANC PINGET,  ",TRAD & CO,,,,TRAD & CO,,,73250,SAINT PIERRE D'ALBIGNY,,
﻿903042786,2022-08-01,,"270 AV DU GRESIVAUDAN,  D 1006 -",TRAD & CO,,,,TRAD & CO,,,73800,MONTMELIAN,,
﻿903064871,2021-10-01,1071CB,"48 ALL SUR LE FOUR,  ",L'ATELIER DE NALANI,,L'ATELIER DE NALANI,,L'ATELIER DE NALANI,,,74130,MONT-SAXONNEX,,
﻿903534295,2021-09-23,1071CB,"3 RTE DE FRANGY,  MEYTHET",OTFB,,PAIN DE SUCRE,,PAIN DE SUCRE,,,74960,ANNECY,,
﻿903809465,2021-07-12,1071CB,"[ND] [ND] [ND],  [ND]",[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-PIERRE-LE-VIEUX,,
﻿903860591,2021-10-05,1071CB,"55 CHE DE LA SCIERIE,  ",LES DELICES DU LAC,,,,,,,74320,SEVRIER,,
﻿904040201,2021-10-01,1071CA,"6 ALL DES CAPUCINES,  ",LA FABRIQUE QUI REGALE,,,,,,,42340,VEAUCHE,,
﻿904327269,2021-09-27,1071CA,"9 RUE LOUIS BRAILLE,  ",LE PAIN DU LOUP,,LE PAIN DU LOUP,,,,,42000,SAINT-ETIENNE,,
﻿904417805,2021-11-01,1071CA,"35 CHE DES CYCLAMENS,  ",,,,,LE FOURNIL DES CYCLAMENS,MARIE-LAURE,CHAPEL,73000,CHAMBERY,,
﻿904417821,2021-11-01,1071CA,"  ,  LE TOUVET D'EN HAUT",,,LA FOURNEE ALTERNATIVE,,,CORALIE,FACON,73460,BONVILLARD,,
﻿904451309,2021-10-21,1071CB,"47 RTE DU COL DE L'EPINE,  ",LES 5 EPIS,,,,,,,73470,NOVALAISE,,
﻿904549755,2021-10-25,," RUE BLANCHE,  PLEIN SUD",M&A,,,,,,,73300,FONTCOUVERTE-LA-TOUSSUIRE,,
﻿904633880,2021-09-23,,"81 AV DU NOIRET,  ",BOULANGERIE PATISSERIE DU NOIRET,,,,,,,74300,CLUSES,,
﻿904760287,2021-10-21,1071CB,"60 RUE JEAN JAURES,  ",MAM'FOOD,,LA FRAMBOISINE CITY,,LA FRAMBOISINE CITY,,,42300,ROANNE,,
﻿904854973,2021-10-30,1071CB,"34 RUE BENOIT FRACHON,  ",ASSB - BOULANGERIE,,,,,,,42000,SAINT-ETIENNE,,
﻿905013876,2021-11-08,1071CA,"6 RUE DE LA CHAZOTTE,  ",3BGEST,,BOULANGERIE DE LA TALAUDIERE,,,,,42350,LA TALAUDIERE,,
﻿905171633,2021-11-15,1071CB,"76 PL DU CEDRE,  ",BOULANGERIE MAZOYER,,,,,,,71260,AZE,,
﻿905399259,2021-11-22,1071CB,"12 PL MARECHAL DE LATTRE DE TASSIGNY,  ",BOULANGERIE AUBOEUF,,,,,,,71320,TOULON-SUR-ARROUX,,
﻿907526321,2021-11-10,1071CB,"137 RUE DES ALLIES,  ",BOULANGERIE DES ALLIES,,,,,,,42100,SAINT-ETIENNE,,
﻿907632210,2021-11-19,,"31 AV DE L AUBEPIN,  ",AUBEPIN,,,,,,,71100,CHALON-SUR-SAONE,,
﻿907712582,2021-11-30,1071CA,"610 RUE LOUIS ARMAND,  ",FOURNIL DU GRUISSANAIS,,,,,,,73200,ALBERTVILLE,,
﻿907870208,2021-12-01,1071CB,"2 SQ MARCEL PAUL,  ",SAS NOUR,,,,,,,42800,RIVE-DE-GIER,,
﻿908086655,2021-12-10,1071CB,"59 RUE DE LA MAIRIE,  ",PLACIDILLI,,,,LA RENAISSANCE,,,42140,CHEVRIERES,,
﻿908097249,2021-12-15,1071CB,"19 RUE DE LA REPUBLIQUE,  ",PASSION BOULANGE 71,,AU PAIN DE LAETI,,AU PAIN DE LAETI,,,71150,CHAGNY,,
﻿908186109,2021-12-14,1071CB,"71 FG MONTMELIAN,  ",FARAH,,,,,,,73000,CHAMBERY,,
﻿908503568,2021-12-14,1071CB,"4 BD PASTEUR,  ",,,,,,THIBAULT,FLEURET,42120,LE COTEAU,,
﻿908799703,2021-12-01,1071DZ,"157 RUE DU SAUGY,  ",,,PATISS' MOON,,PATISS' MOON,ANAIS,PETIT,71380,EPERVANS,,
﻿908871643,2021-11-15,1071CB,"8 RUE DE TARDY,  ",LE FOURNIL DE TARDY,,,,,,,42000,SAINT-ETIENNE,,
﻿908904782,2022-01-06,1071CB,"16 RUE D AUTUN,  ",ANTOINE DESSOLIN,,,,,,,71140,BOURBON-LANCY,,
﻿909008112,2022-01-10,1071CA," RTE DES FRASSES SALINS-LES-THERMES,  ",AU LEVAIN OUBLIE,,,,,,,73600,SALINS-FONTAINE,,
﻿909008716,2022-01-11,1071CB,"2 RUE JEAN BAPTISTE BOUSSINGAULT,  RES SOLEIL D'ARGENT",DEFI,,,,,,,42240,UNIEUX,,
﻿909158081,2022-01-12,1071CB,"220 AV AVENUE DU MONT BLANC,  ",LE PETIT FOURNIL,,LE PETIT FOURNIL,,LE PETIT FOURNIL,,,74460,MARNAZ,,
﻿909292062,2022-01-07,1071CB,"59 RUE ANTOINE DURAFOUR,  ",DURAFOUR DELICES,,,,,,,42100,SAINT-ETIENNE,,
﻿909406886,2022-02-11,1071CB,"11 RUE DES POMMARIES,  ANNECY-LE-VIEUX",VAB1,,LE FOURNIL DES POMMARIES - AU PAIN D'ANTAN,,LE FOURNIL DES POMMARIES - AU PAIN D'ANTAN,,,74940,ANNECY,,
﻿909417032,2022-01-20,1071CB,"14 RUE DES CLEFS,  THONES",MAISON LARREGAIN,,,,,,,74230,THONES,,
﻿909452245,2022-01-17,1071CB," BD DES PROVINCES,  POLE COMMERCIAL",MGM BOULANGERIE,,,,,,,42800,RIVE-DE-GIER,,
﻿909771537,2022-01-31,1071CB,"60 RTE DE CLERMONT,  ",LE MUST,,,,MA BOULANGERIE,,,74330,SILLINGY,,
